index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,Tempo_Abertura_A_Isolador,I_B_Isolador,Tempo_B_Isolador,Tempo_Abertura_B_Isolador,I_C_Isolador,Tempo_C_Isolador,Tempo_Abertura_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,Tempo_Abertura_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,Tempo_Abertura_B1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,Tempo_Abertura_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor,Tempo_Abertura_B_Consumidor
49,5,1,20.8416,2.11384,3.188,20.8612,2.1097,3.183,20.7693,2.12921,3.203,20.8565,2.1107,3.187,20.8534,2.11137,3.185,20.8565,2.1107,3.187,20.8534,2.11137,3.185
50,5,2,20.8416,2.11384,3.188,20.8612,2.1097,3.183,20.7693,2.12921,3.203,20.8565,2.1107,3.187,20.8534,2.11137,3.185,20.8565,2.1107,3.187,20.8534,2.11137,3.185
51,5,3,18.5622,2.69382,3.769,11.9481,7.0751,8.15,19.4567,2.44033,3.517,20.8569,2.11062,3.187,14.0991,4.86639,5.941,20.8569,2.11062,3.187,14.0991,4.86639,5.941
52,5,4,16.1589,3.61656,4.693,0,Inf,Inf,20.0932,2.28144,3.358,20.8571,2.11058,3.187,7.47028,23.4748,24.552,20.8571,2.11058,3.187,7.47028,23.4748,24.552
53,5,5,11.9691,7.04632,8.122,19.4722,2.43628,3.51,18.5003,2.71282,3.786,14.0986,4.86676,5.944,15.2876,4.07621,5.15,14.0986,4.86676,5.944,15.2876,4.07621,5.15
54,5,6,0,Inf,Inf,20.0688,2.28723,3.361,16.1183,3.63616,4.71,7.45224,23.6374,24.719,14.0606,4.89593,5.97,7.45224,23.6374,24.719,14.0606,4.89593,5.97
55,5,7,19.4804,2.43414,3.509,18.571,2.69111,3.765,11.9679,7.04807,8.127,15.2877,4.07614,5.153,20.853,2.11144,3.185,15.2877,4.07614,5.153,20.853,2.11144,3.185
56,5,8,20.1051,2.27862,3.353,16.1567,3.61763,4.691,0,Inf,Inf,14.1012,4.86481,5.94,20.8528,2.11149,3.185,14.1012,4.86481,5.94,20.8528,2.11149,3.185
57,5,9,5.86279,49.2632,50.344,12.2947,6.62349,7.699,17.2407,3.14912,4.224,13.1301,5.70395,6.782,0,Inf,Inf,13.1301,5.70395,6.782,0,Inf,Inf
58,5,10,17.3291,3.11509,4.191,5.88609,48.6259,49.701,12.3554,6.549,7.626,17.0387,3.22906,4.305,13.1324,5.70166,6.777,17.0387,3.22906,4.305,13.1324,5.70166,6.777
59,5,11,12.3481,6.55794,7.632,17.3261,3.11623,4.19,5.85959,49.3518,50.427,0,Inf,Inf,17.0404,3.22834,4.302,0,Inf,Inf,17.0404,3.22834,4.302
60,5,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
61,6,1,21.7566,1.93304,3.008,21.776,1.92946,3.003,21.6797,1.94733,3.021,21.7718,1.93024,3.007,21.7687,1.93081,3.004,21.7718,1.93024,3.007,21.7687,1.93081,3.004
62,6,2,21.7566,1.93304,3.008,21.776,1.92946,3.003,21.6797,1.94733,3.021,21.7718,1.93024,3.007,21.7687,1.93081,3.004,21.7718,1.93024,3.007,21.7687,1.93081,3.004
63,6,3,19.3575,2.46661,3.542,12.2374,6.69499,7.769,20.2581,2.24282,3.319,21.7722,1.93017,3.007,14.5932,4.5111,5.586,21.7722,1.93017,3.007,14.5932,4.5111,5.586
64,6,4,16.938,3.27006,4.347,0,Inf,Inf,20.8949,2.10263,3.179,21.7725,1.93012,3.007,7.88584,20.1614,21.239,21.7725,1.93012,3.007,7.88584,20.1614,21.239
65,6,5,12.2593,6.66747,7.743,20.2719,2.23962,3.313,19.2926,2.48405,3.558,14.5927,4.51149,5.589,15.7984,3.79649,4.87,14.5927,4.51149,5.589,15.7984,3.79649,4.87
66,6,6,0,Inf,Inf,20.8677,2.10835,3.182,16.8949,3.28787,4.361,7.86684,20.2967,21.378,14.5277,4.55585,5.63,7.86684,20.2967,21.378,14.5277,4.55585,5.63
67,6,7,20.2822,2.23726,3.312,19.3667,2.46417,3.538,12.2579,6.66926,7.748,15.7905,3.80056,4.876,21.7683,1.93088,3.004,15.7905,3.80056,4.876,21.7683,1.93088,3.004
68,6,8,20.9067,2.10017,3.175,16.9357,3.271,4.344,0,Inf,Inf,14.5703,4.52669,5.602,21.7681,1.93093,3.004,14.5703,4.52669,5.602,21.7681,1.93093,3.004
69,6,9,6.12575,42.7306,43.811,12.621,6.23837,7.314,17.8631,2.92105,3.996,13.6564,5.22341,6.302,0,Inf,Inf,13.6564,5.22341,6.302,0,Inf,Inf
70,6,10,17.9364,2.89587,3.97,6.1501,42.1924,43.268,12.683,6.16915,7.246,17.5912,3.01747,4.093,13.6499,5.22892,6.303,17.5912,3.01747,4.093,13.6499,5.22892,6.303
71,6,11,12.675,6.17801,7.253,17.9514,2.89077,3.964,6.13007,42.6345,43.709,0,Inf,Inf,17.5925,3.017,4.09,0,Inf,Inf,17.5925,3.017,4.09
72,6,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
73,7,1,31.2887,0.992061,2.067,31.3089,0.990475,2.063,31.1575,1.00247,2.076,31.3044,0.990831,2.067,31.3038,0.990877,2.064,31.3044,0.990831,2.067,31.3038,0.990877,2.064
74,7,2,31.2887,0.992061,2.067,31.3089,0.990475,2.063,31.1575,1.00247,2.076,31.3044,0.990831,2.067,31.3038,0.990877,2.064,31.3044,0.990831,2.067,31.3038,0.990877,2.064
75,7,3,28.1754,1.28912,2.365,18.7062,3.72459,4.798,29.0315,1.19582,2.269,31.3053,0.99076,2.067,21.8894,2.45888,3.533,31.3053,0.99076,2.067,21.8894,2.45888,3.533
76,7,4,24.3264,1.87171,2.948,0,Inf,Inf,30.1759,1.08564,2.162,31.3059,0.990712,2.067,11.5595,14.6029,15.68,31.3059,0.990712,2.067,11.5595,14.6029,15.68
77,7,5,18.7158,3.71949,4.795,29.1783,1.1808,2.253,28.0594,1.30257,2.376,21.8851,2.46014,3.538,23.1629,2.12332,3.197,21.8851,2.46014,3.538,23.1629,2.12332,3.197
78,7,6,0,Inf,Inf,30.1205,1.09063,2.164,24.2469,1.88748,2.961,11.5513,14.6344,15.715,21.2639,2.65234,3.726,11.5513,14.6344,15.715,21.2639,2.65234,3.726
79,7,7,29.1772,1.18092,2.255,28.1805,1.28853,2.362,18.6207,3.77064,4.845,23.1535,2.12554,3.201,31.3029,0.990949,2.064,23.1535,2.12554,3.201,31.3029,0.990949,2.064
80,7,8,30.1702,1.08616,2.16,24.3258,1.87182,2.945,0,Inf,Inf,21.2954,2.64207,3.717,31.3023,0.990996,2.064,21.2954,2.64207,3.717,31.3023,0.990996,2.064
81,7,9,9.36131,28.3041,29.385,18.8182,3.66551,4.74,26.2843,1.53637,2.61,20.1143,3.07013,4.149,0,Inf,Inf,20.1143,3.07013,4.149,0,Inf,Inf
82,7,10,26.3932,1.52035,2.595,9.39808,27.9456,29.021,18.9129,3.6166,4.693,25.9611,1.5854,2.661,20.1152,3.06977,4.144,25.9611,1.5854,2.661,20.1152,3.06977,4.144
83,7,11,18.8991,3.62364,4.698,26.4019,1.51908,2.593,9.36592,28.2588,29.333,0,Inf,Inf,25.9582,1.58586,2.659,0,Inf,Inf,25.9582,1.58586,2.659
84,7,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
85,8,1,38.3617,0.576341,1.652,38.2773,0.5796,1.654,38.3482,0.576863,1.655,38.3421,0.577095,1.655,38.3572,0.576515,1.651,38.3421,0.577095,1.655,38.3572,0.576515,1.651
86,8,2,38.3617,0.576341,1.652,38.2773,0.5796,1.654,38.3482,0.576863,1.655,38.3421,0.577095,1.655,38.3572,0.576515,1.651,38.3421,0.577095,1.655,38.3572,0.576515,1.651
87,8,3,34.7726,0.74408,1.821,23.5632,2.27215,3.348,35.7189,0.69329,1.772,38.3436,0.57704,1.655,27.444,1.43422,2.51,38.3436,0.57704,1.655,27.444,1.43422,2.51
88,8,4,29.8644,1.12631,2.204,0,Inf,Inf,36.9932,0.6328,1.71,38.3446,0.577,1.655,14.5074,12.9218,14.001,38.3446,0.577,1.655,14.5074,12.9218,14.001
89,8,5,23.6378,2.2498,3.326,35.6271,0.697985,1.772,34.7727,0.744074,1.823,27.4276,1.43672,2.515,28.5869,1.27488,2.35,27.4276,1.43672,2.515,28.5869,1.27488,2.35
90,8,6,0,Inf,Inf,36.8414,0.639574,1.714,29.7333,1.14032,2.216,14.5277,12.8478,13.94,26.1061,1.66169,2.737,14.5277,12.8478,13.94,26.1061,1.66169,2.737
91,8,7,35.7335,0.692547,1.768,34.7371,0.746097,1.821,23.5805,2.26694,3.347,28.626,1.26991,2.347,38.3558,0.57657,1.651,28.626,1.26991,2.347,38.3558,0.57657,1.651
92,8,8,36.9645,0.634074,1.71,29.875,1.12519,2.2,0,Inf,Inf,26.1829,1.64723,2.724,38.3547,0.576609,1.651,26.1829,1.64723,2.724,38.3547,0.576609,1.651
93,8,9,0,Inf,Inf,23.5002,2.29129,3.372,32.7272,0.87513,1.954,25.0012,1.89268,2.972,0,Inf,Inf,25.0012,1.89268,2.972,0,Inf,Inf
94,8,10,32.7097,0.876403,1.953,12.0596,28.9952,30.082,23.4676,2.30126,3.38,32.1553,0.918058,1.995,25.0175,1.88893,2.965,32.1553,0.918058,1.995,25.0175,1.88893,2.965
95,8,11,23.4359,2.31104,3.388,32.6629,0.879806,1.954,0,Inf,Inf,0,Inf,Inf,32.1166,0.921073,1.996,0,Inf,Inf,32.1166,0.921073,1.996
96,8,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
97,9,1,41.4206,0.474825,1.55,41.3927,0.475624,1.549,41.2632,0.47936,1.555,41.4125,0.475058,1.552,41.4144,0.475003,1.55,41.4125,0.475058,1.552,41.4144,0.475003,1.55
98,9,2,41.4206,0.474825,1.55,41.3927,0.475624,1.549,41.2632,0.47936,1.555,41.4125,0.475058,1.552,41.4144,0.475003,1.55,41.4125,0.475058,1.552,41.4144,0.475003,1.55
99,9,3,37.6624,0.604191,1.681,25.8607,1.70921,2.784,38.5932,0.567553,1.645,41.4142,0.47501,1.552,29.9429,1.11804,2.194,41.4142,0.47501,1.552,29.9429,1.11804,2.194
100,9,4,32.2899,0.907668,1.985,0,Inf,Inf,39.9512,0.519868,1.597,41.4154,0.474974,1.551,15.8963,8.9591,10.038,41.4154,0.474974,1.551,15.8963,8.9591,10.038
101,9,5,25.89674,1.70211,2.779,38.54447,0.5693854,1.643,37.47471,0.6120121,1.687,29.92381,1.120041,2.199,31.08659,1.007266,2.082,29.92381,1.120041,2.199,31.08659,1.007266,2.082
102,9,6,0,Inf,Inf,39.85567,0.5230204,1.597,32.15281,0.9182478,1.993,15.87775,8.999964,10.082,28.26878,1.316451,2.392,15.87775,8.999964,10.082,28.26878,1.316451,2.392
103,9,7,38.59039,0.5676576,1.643,37.62148,0.6058821,1.68,25.88125,1.705158,2.785,31.11036,1.005142,2.082,41.41271,0.4750513,1.55,31.11036,1.005142,2.082,41.41271,0.4750513,1.55
104,9,8,39.95911,0.5196094,1.594,32.30239,0.9067153,1.981,0,Inf,Inf,28.35076,1.305545,2.382,41.41146,0.475087,1.55,28.35076,1.305545,2.382,41.41146,0.475087,1.55
105,9,9,0,Inf,Inf,25.59915,1.762136,2.842,35.52294,0.7033667,1.782,27.197,1.472558,2.552,0,Inf,Inf,27.197,1.472558,2.552,0,Inf,Inf
106,9,10,35.53349,0.7028188,1.778,13.3425,18.41421,19.492,25.57595,1.766948,2.844,34.89764,0.7370513,1.814,27.25262,1.46379,2.539,34.89764,0.7370513,1.814,27.25262,1.46379,2.539
107,9,11,25.53856,1.774743,2.85,35.44987,0.7071811,1.782,0,Inf,Inf,0,Inf,Inf,34.85437,0.7394719,1.814,0,Inf,Inf,34.85437,0.7394719,1.814
108,9,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
109,10,1,49.10616,0.2284116,1.304,49.06464,0.2286375,1.302,48.86345,0.2297374,1.304,49.0999,0.2284457,1.305,49.09511,0.2284717,1.303,49.0999,0.2284457,1.305,49.09511,0.2284717,1.303
110,10,2,49.10616,0.2284117,1.304,49.06464,0.2286375,1.302,48.86345,0.2297374,1.304,49.0999,0.2284457,1.305,49.09511,0.2284717,1.303,49.0999,0.2284457,1.305,49.09511,0.2284717,1.303
111,10,3,45.02132,0.2529436,1.328,31.88967,0.4186658,1.493,45.8361,0.2476223,1.325,49.10231,0.2284326,1.305,36.46794,0.3334774,1.409,49.10231,0.2284326,1.305,36.46794,0.3334774,1.409
112,10,4,38.49539,0.3085135,1.385,0,Inf,Inf,47.39618,0.2380716,1.316,49.10424,0.2284221,1.305,19.64557,2.164002,3.243,49.10424,0.2284221,1.305,19.64557,2.164002,3.243
113,10,5,31.93512,0.4175211,1.494,45.76763,0.2480601,1.322,44.78256,0.2545516,1.329,36.48667,0.3332209,1.411,37.47197,0.3204472,1.395,36.48667,0.3332209,1.411,37.47197,0.3204472,1.395
114,10,6,0,Inf,Inf,47.27546,0.2387835,1.312,38.33399,0.3103146,1.384,19.63271,2.171716,3.254,33.86019,0.3755136,1.45,19.63271,2.171716,3.254,33.86019,0.3755136,1.45
115,10,7,45.84679,0.2475542,1.322,45.00573,0.2530479,1.327,31.95932,0.416915,1.495,37.50271,0.3200702,1.397,49.09269,0.2284848,1.303,37.50271,0.3200702,1.397,49.09269,0.2284848,1.303
116,10,8,47.40861,0.2379985,1.312,38.46856,0.3088109,1.383,0,Inf,Inf,33.96785,0.3734862,1.449,49.09075,0.2284954,1.303,33.96785,0.3734862,1.449,49.09075,0.2284954,1.303
117,10,9,16.94529,5.498719,6.588,31.00481,0.4426756,1.521,42.70772,0.2696007,1.347,32.97537,0.3933715,1.472,0,Inf,Inf,32.97537,0.3933715,1.472,0,Inf,Inf
118,10,10,42.72031,0.2695029,1.345,16.95812,5.468634,6.545,30.96758,0.4437636,1.521,41.96724,0.2755136,1.351,32.99516,0.3929472,1.468,41.96724,0.2755136,1.351,32.99516,0.3929472,1.468
119,10,11,30.9222,0.4450983,1.521,42.68217,0.2697995,1.343,16.93825,5.515312,6.599,0,Inf,Inf,41.8852,0.2761889,1.351,0,Inf,Inf,41.8852,0.2761889,1.351
120,10,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
121,11,1,56.6744,0.4358065,1.512,56.49973,0.4382026,1.514,56.62882,0.4364287,1.516,56.59513,0.4368899,1.515,56.63962,0.436281,1.512,56.59513,0.4368899,1.515,56.63962,0.436281,1.512
122,11,2,56.6744,0.4358065,1.512,56.49973,0.4382026,1.514,56.62882,0.4364287,1.516,56.59513,0.4368899,1.515,56.63962,0.436281,1.512,56.59513,0.4368899,1.515,56.63962,0.436281,1.512
123,11,3,52.28781,0.50792,1.585,38.58096,1.185208,2.267,53.03081,0.4936849,1.573,56.59829,0.4368466,1.515,43.25902,0.8101808,1.887,56.59829,0.4368466,1.515,43.25902,0.8101808,1.887
124,11,4,44.63856,0.740523,1.819,0,Inf,Inf,54.7439,0.4642546,1.543,56.60112,0.4368078,1.515,0,Inf,Inf,56.60112,0.4368078,1.515,0,Inf,Inf
125,11,5,38.42163,1.203679,2.282,52.92116,0.4957253,1.571,52.34461,0.506797,1.586,43.22332,0.8121619,1.892,44.106,0.7659068,1.842,43.22332,0.8121619,1.892,44.106,0.7659068,1.842
126,11,6,0,Inf,Inf,54.56915,0.4670605,1.543,44.69215,0.7380652,1.819,0,Inf,Inf,39.64821,1.073692,2.156,0,Inf,Inf,39.64821,1.073692,2.156
127,11,7,53.06961,0.4929678,1.569,52.21698,0.5093288,1.585,38.40371,1.20579,2.287,44.14539,0.7639681,1.842,56.63646,0.4363242,1.512,44.14539,0.7639681,1.842,56.63646,0.4363242,1.512
128,11,8,54.6705,0.4654282,1.542,44.66259,0.7394186,1.815,0,Inf,Inf,39.57638,1.080584,2.159,56.63363,0.4363629,1.512,39.57638,1.080584,2.159,56.63363,0.4363629,1.512
129,11,9,0,Inf,Inf,36.57192,1.462221,2.545,50.01116,0.5583881,1.638,38.89134,1.150663,2.232,0,Inf,Inf,38.89134,1.150663,2.232,0,Inf,Inf
130,11,10,49.95132,0.5598751,1.637,0,Inf,Inf,36.61133,1.455722,2.537,49.09772,0.5821245,1.66,38.93634,1.145806,2.223,49.09772,0.5821245,1.66,38.93634,1.145806,2.223
131,11,11,36.73197,1.436134,2.519,49.88598,0.5615092,1.637,0,Inf,Inf,0,Inf,Inf,48.97467,0.5855002,1.662,0,Inf,Inf,48.97467,0.5855002,1.662
132,11,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
133,12,1,59.68483,0.3990978,1.476,59.59559,0.4000751,1.475,59.73055,0.3985994,1.477,59.70783,0.3988469,1.476,59.64837,0.3994964,1.475,59.70783,0.3988469,1.476,59.64837,0.3994964,1.475
134,12,2,59.68483,0.3990978,1.476,59.59559,0.4000751,1.475,59.73055,0.3985994,1.477,59.70783,0.3988469,1.476,59.64837,0.3994964,1.475,59.70783,0.3988469,1.476,59.64837,0.3994964,1.475
135,12,3,55.22126,0.4567967,1.534,41.21944,0.9412061,2.018,56.07039,0.4442347,1.523,59.71127,0.3988093,1.476,46.08375,0.6797434,1.756,59.71127,0.3988093,1.476,46.08375,0.6797434,1.756
136,12,4,47.17183,0.6405636,1.719,0,Inf,Inf,57.68319,0.4225833,1.501,59.71449,0.3987742,1.476,0,Inf,Inf,59.71449,0.3987742,1.476,0,Inf,Inf
137,12,5,41.27411,0.9371566,2.015,55.92349,0.4463464,1.521,55.28173,0.455873,1.535,46.04529,0.681224,1.761,46.9966,0.6465387,1.722,46.04529,0.681224,1.761,46.9966,0.6465387,1.722
138,12,6,0,Inf,Inf,57.5063,0.4248291,1.5,47.2271,0.6387038,1.719,0,Inf,Inf,42.10358,0.8796173,1.961,0,Inf,Inf,42.10358,0.8796173,1.961
139,12,7,56.01104,0.4450849,1.522,55.24663,0.4564086,1.531,41.24483,0.939321,2.02,46.96755,0.6475413,1.726,59.64493,0.399534,1.475,46.96755,0.6475413,1.726,59.64493,0.399534,1.475
140,12,8,57.7147,0.4221862,1.498,47.19713,0.6397109,1.715,0,Inf,Inf,41.98754,0.8872479,1.965,59.64171,0.3995693,1.475,41.98754,0.8872479,1.965,59.64171,0.3995693,1.475
141,12,9,0,Inf,Inf,39.01219,1.137703,2.219,52.99114,0.4944208,1.574,41.43008,0.9257855,2.006,0,Inf,Inf,41.43008,0.9257855,2.006,0,Inf,Inf
142,12,10,53.02777,0.4937412,1.57,0,Inf,Inf,38.97242,1.141938,2.221,52.02434,0.5132082,1.591,41.45708,0.9238443,2.001,52.02434,0.5132082,1.591,41.45708,0.9238443,2.001
143,12,11,38.99536,1.139491,2.218,52.86251,0.4968251,1.572,0,Inf,Inf,0,Inf,Inf,51.95035,0.5147169,1.59,0,Inf,Inf,51.95035,0.5147169,1.59
144,12,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
145,13,1,62.17618,0.6414487,1.719,62.10864,0.6431294,1.719,62.23964,0.6398782,1.719,62.20253,0.6407955,1.719,62.2545,0.6395115,1.715,62.20253,0.6407955,1.719,62.2545,0.6395115,1.715
146,13,2,62.17618,0.6414487,1.719,62.10864,0.6431294,1.719,62.23964,0.6398782,1.719,62.20253,0.6407955,1.719,62.2545,0.6395115,1.715,62.20253,0.6407955,1.719,62.2545,0.6395115,1.715
147,13,3,57.77226,0.7751919,1.853,43.84783,2.11573,3.198,58.54509,0.7476126,1.827,62.2062,0.6407046,1.719,48.52745,1.373371,2.451,62.2062,0.6407046,1.719,48.52745,1.373371,2.451
148,13,4,49.35215,1.288185,2.368,0,Inf,Inf,60.1259,0.6971073,1.777,62.20977,0.6406162,1.719,0,Inf,Inf,62.20977,0.6406162,1.719,0,Inf,Inf
149,13,5,43.75428,2.137048,3.217,58.43628,0.7513724,1.827,57.72751,0.7768532,1.857,48.49874,1.376515,2.457,49.45689,1.278035,2.355,48.49874,1.376515,2.457,49.45689,1.278035,2.355
150,13,6,0,Inf,Inf,60.36107,0.690201,1.77,49.37524,1.285935,2.367,0,Inf,Inf,44.14649,2.04992,3.132,0,Inf,Inf,44.14649,2.04992,3.132
151,13,7,58.5898,0.7460791,1.823,57.69976,0.7778875,1.853,43.74797,2.138497,3.221,49.43661,1.27999,2.359,62.25083,0.6396021,1.715,49.43661,1.27999,2.359,62.25083,0.6396021,1.715
152,13,8,60.15731,0.6961766,1.773,49.3665,1.286786,2.363,0,Inf,Inf,44.28775,2.019943,3.102,62.24725,0.6396902,1.715,44.28775,2.019943,3.102,62.24725,0.6396902,1.715
